Title,Cuisine,Category,Ingridients,Instructions,Image,Link,Ratings,Unnamed: 0,graph_ingredient
Pancake Sandwich Recipe,American,snacks,"['6 Egg', '150 gm sugar', '500 ml milk', '450 gm all purpose flour', '10 ml vanilla essence', '20 gm baking powder', '100 gm Mixed fruits', '20 gm whipped cream', '20 gm Mixed Fruit Jam']","Take a clean mixing bowl. Combine flour, sugar, baking powder, milk, eggs and vanilla essence. Whisk until lumps are gone.
Heat a large skillet over medium heat and coat with cooking spray. Pour 1/4 cupful of batter onto the skillet and cook until bubbles appear on the surface. Flip with a spatula and cook until browned on the other side.
Layer the fruits, jam and whipped cream in the pancake and serve with honey and maple syrup.",https://static.toiimg.com/thumb/55026129.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pancake-sandwich/rs55026129.cms,,5822.0,"egg, sugar, milk, flour, vanilla essence, baking powder, fruit, whipped cream, fruit jam"
Pancake Sandwich Recipe,American,breakfast,"['6 Egg', '150 gm sugar', '500 ml milk', '450 gm all purpose flour', '10 ml vanilla essence', '20 gm baking powder', '100 gm Mixed fruits', '20 gm whipped cream', '20 gm Mixed Fruit Jam']","Take a clean mixing bowl. Combine flour, sugar, baking powder, milk, eggs and vanilla essence. Whisk until lumps are gone.
Heat a large skillet over medium heat and coat with cooking spray. Pour 1/4 cupful of batter onto the skillet and cook until bubbles appear on the surface. Flip with a spatula and cook until browned on the other side.
Layer the fruits, jam and whipped cream in the pancake and serve with honey and maple syrup.",https://static.toiimg.com/thumb/55026129.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pancake-sandwich/rs55026129.cms,,8099.0,"egg, sugar, milk, flour, vanilla essence, baking powder, fruit, whipped cream, fruit jam"
Palak Paratha Recipe,North Indian,lunch,"['1 cup whole wheat', '1/4 teaspoon powdered turmeric', '1 teaspoon salt', '1/2 teaspoon thymol seeds', '1 finely chopped onion', '3/4 cup chopped spinach', '1 tablespoon finely chopped coriander leaves', '1 teaspoon cumin seeds', '1 finely chopped green chilli', '2 tablespoon butter']","Palak Paratha is a simple yet delectable dish, heres how you can prepare it by following some simple steps given below. To begin with wash the spinach leaves and drain the water.
If you want to make it more healthy and easy to digest, you can boil the spinach and use the water for kneading. This way you can retain the nutrition and make it easy to digest. In a bowl add chopped spinach, onion and salt. Add wheat flour and all other ingredients to make a soft dough.
Make small balls out of the dough and roll them to render a round shape as a roti or chapati. Heat a pan on medium flame and once it is hot enough, put some oil/ ghee and place the paratha on the pan and let it cook from both sides. Keep turning and cooking each side.
Once the paratha is cooked from both sides, take it out on a serving plate. Spinach paratha is ready to serve with yogurt /pickle or green chutney.",https://static.toiimg.com/thumb/53189165.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/palak-paratha/rs53189165.cms,5.0,7116.0,"whole wheat, turmeric powder, thymol seed, onion, spinach, coriander leaf, cumin seed, green chilli, butter"
Palak Paratha Recipe,North Indian,breakfast,"['1 cup whole wheat', '1/4 teaspoon powdered turmeric', '1 teaspoon salt', '1/2 teaspoon thymol seeds', '1 finely chopped onion', '3/4 cup chopped spinach', '1 tablespoon finely chopped coriander leaves', '1 teaspoon cumin seeds', '1 finely chopped green chilli', '2 tablespoon butter']","Palak Paratha is a simple yet delectable dish, heres how you can prepare it by following some simple steps given below. To begin with wash the spinach leaves and drain the water.
If you want to make it more healthy and easy to digest, you can boil the spinach and use the water for kneading. This way you can retain the nutrition and make it easy to digest. In a bowl add chopped spinach, onion and salt. Add wheat flour and all other ingredients to make a soft dough.
Make small balls out of the dough and roll them to render a round shape as a roti or chapati. Heat a pan on medium flame and once it is hot enough, put some oil/ ghee and place the paratha on the pan and let it cook from both sides. Keep turning and cooking each side.
Once the paratha is cooked from both sides, take it out on a serving plate. Spinach paratha is ready to serve with yogurt /pickle or green chutney.",https://static.toiimg.com/thumb/53189165.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/palak-paratha/rs53189165.cms,5.0,9756.0,"whole wheat, turmeric powder, thymol seed, onion, spinach, coriander leaf, cumin seed, green chilli, butter"
Palak Mushroom Soup Recipe,Continental,appetizers,"['2 cup chopped mushroom', '3 cup water', '1/2 teaspoon garlic', '2 tablespoon mayonnaise', '6 cubes paneer', '1 bunch chopped spinach', '1 onion', '1 bay leaf', '1 cube butter', '1 pinch black pepper', '1 pinch salt']","Wash spinach/palak with hot water and then chop it.
Heat butter in a sauce pan on high flame and fry paneer in it. Take it out when it gets brown.
After taking out the paneer, fry bay leaf for few seconds.
While bay leaf is being fried, add garlic and saute it for few seconds on low flame.
Boil mushroom separately. This will be added later to the soup. Now, take onions and fry it. While the process is on, add chopped spinach.
Start the stirring process and add black pepper and salt. Now, add three cups of water and boil the entire mixture.
Once it is done, blend it nicely in a mixer. The soup has to be thick. Now, add mushroom and paneer to it..
Heat it again for some time. Palak Mushroom Soup is ready now. Add grated cheese and top it nicely with some cream or mayonnaise. Serve hot.",https://static.toiimg.com/thumb/54698914.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/palak-mushroom-soup/rs54698914.cms,3.0,6109.0,"mushroom, garlic, mayonnaise, paneer, spinach, onion, bay leaf, butter, black pepper, "
Orange Cheesecake Recipe,Continental,desserts,"['300 gm hung curd', '200 gm powdered sugar', '15 biscuits digestive biscuits', '1/4 cup agar agar', '1/4 cup chocolate ganache', '300 gm cottage cheese', '1 teaspoon vanilla essence', '2 tablespoon butter', '1 cup orange sauce', '1 cup water']","To prepare this cheesecake recipe, crumble the digestive biscuits in a large bowl. Add butter in the bowl and mix to make a thick mixture. Spread the mixture in a springform cake mould evenly by pressing tightly with fingers. Refrigerate this mould to set the base.
Now, blend together hung curd, cottage cheese, powdered sugar and vanilla essence to a smooth mixture.
Soak the agar agar strips in a cup of water for half an hour. Afterwards, put a pan on medium flame and then cook the soaked agar agar until the strips are completely melted.
Now, heat 1/2 cup of orange sauce on medium flame and mix melted agar agar in it keeping 1 tablespoon aside for glazing the top of the cake.
Mix orange sauce and agar agar mixture to blended creamy mixture. Then pour it quickly over the refrigerated biscuit base in the mould. Refrigerate for half an hour. Heat the remaining orange sauce and mix in white chocolate ganache.
Glaze the cheesecake with the 1 tbsp agar agar and orange syrup mixture that we had set aside in step 4. Put the cheesecake for 4-5 hours in the refrigerator and serve chilled.",https://static.toiimg.com/thumb/64091272.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/orange-cheesecake/rs64091272.cms,4.5,80.0,"curd, sugar powder, biscuit biscuit, agar agar, chocolate ganache, cottage cheese, vanilla essence, butter, orange sauce"
Nacho Popcorn Recipe,American,snacks,"['3 teaspoon vegetable oil', '1 teaspoon garlic powder', '1/4 teaspoon coarse sea salt', '2 tablespoon grated cheese- goat cheese', '1 handful chopped parsley', '1 teaspoon Red chilli powder', '1/4 teaspoon onion powder', '1/2 cup butter', '4 tablespoon Unpopped popcorns']","Heat oil in a deep pan over medium flame. Add the corn kernels and cover with a lid. Wait till the corn kernels start to pop. When all the kernels have popped, remove it from the flame and keep aside. After letting them rest for a minute, transfer them to a large bowl.
Heat butter in a pan. When the butter has melted, remove the pan from the flame. Add the red chilli powder, garlic powder, onion powder and salt.
Mix well and pour it over the popcorn. Mix well. If you are using the cheese, add it to the popcorn and mix again. Garnish with chopped parsley. Serve at once. You can increase or decrease the quantity of seasonings as per your taste.",https://static.toiimg.com/thumb/53595641.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/nacho-popcorn/rs53595641.cms,,1616.0,"vegetable oil, garlic powder, coarse sea, goat cheese, parsley, red chilli powder, onion powder, butter, popcorn"
Mushroom Basket Recipe,Continental,snacks,"['100 gm mushroom', '50 gm butter', '2 slices pineapple', 'salt as required', '70 ml milk', '3 white bread', '20 ml fresh cream', '50 gm white sauce', 'black pepper as required', '1 onion']","To start with, on a chopping board, chop mushrooms, onions, pineapple slices. Take a baking tray and grease it with butter. Keep two bread slices on the tray.
Place another two slices on the slices which you kept earlier on the tray. Scoop out the center portion gently out of the bread slices. Toss the slices and wait till they turn brown.
Take a pan and keep it on medium flame. Add butter to the pan and heat it. Stir in onions to the pan and saute them until pinkish in color.
Then add pineapple and mushrooms to the pan along with salt, pepper and milk. Stir and saute the mixture until the milk is absorbed. Remove from heat and let it cool.
Add fresh cream and white sauce in the mixture once cooled. Take bread boxes and pour the mixture equally in them. Bake the mixture for 7-8 minutes and serve hot.",https://static.toiimg.com/thumb/59219696.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mushroom-basket/rs59219696.cms,,2264.0,"mushroom, butter, pineapple, milk, white bread, cream, white sauce, black pepper, onion"
Mushroom Basket Recipe,Continental,breakfast,"['100 gm mushroom', '50 gm butter', '2 slices pineapple', 'salt as required', '70 ml milk', '3 white bread', '20 ml fresh cream', '50 gm white sauce', 'black pepper as required', '1 onion']","To start with, on a chopping board, chop mushrooms, onions, pineapple slices. Take a baking tray and grease it with butter. Keep two bread slices on the tray.
Place another two slices on the slices which you kept earlier on the tray. Scoop out the center portion gently out of the bread slices. Toss the slices and wait till they turn brown.
Take a pan and keep it on medium flame. Add butter to the pan and heat it. Stir in onions to the pan and saute them until pinkish in color.
Then add pineapple and mushrooms to the pan along with salt, pepper and milk. Stir and saute the mixture until the milk is absorbed. Remove from heat and let it cool.
Add fresh cream and white sauce in the mixture once cooled. Take bread boxes and pour the mixture equally in them. Bake the mixture for 7-8 minutes and serve hot.",https://static.toiimg.com/thumb/59219696.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mushroom-basket/rs59219696.cms,,6941.0,"mushroom, butter, pineapple, milk, white bread, cream, white sauce, black pepper, onion"
Moonglet Recipe: How to Make Moonglet Recipe | Homemade Moonglet Recipe - Times Food,North Indian,breakfast,"['1 cup yellow moong dal', '1/2 capsicum (green pepper)', '2 tablespoon coriander leaves', '1/4 tablespoon dry mango powder', '2 tablespoon butter', '1/2 onion', '1/2 tomato', '1 piece green chilli', '2 Pinches asafoetida', 'salt as required']","Soak the moong dal for 4-5 hours and then drain the water and add to a blender. Blend to form a thick paste. Now water as per need and blend again. Add water in batches and in small quantities to prepare a batter of medium consistency.
Take out the mixture in a bowl. Add salt, asafoetida and dry mango powder. Now add finely chopped onion, tomato, capsicum, green chilli and coriander leaves. Mix well to prepare a batter. Keep whisking for a few minutes until the batter seems a bit frothy.
Heat 1 tbsp butter in a small pan. Pour half of the batter into the pan and let it cook for a few minutes. Make sure that the pan is small and the batter forms a thick layer. Flip it towards the other side and cook until crispy. Repeat this step to make one more moonglet.
Serve the moonglet hot with ketchup, imli chutney or mint chutney.",https://static.toiimg.com/thumb/84617377.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/moonglet/rs84617377.cms,,1299.0,"yellow moong dal, capsicum, coriander leaf, dry mango powder, butter, onion, tomato, green chilli, asafoetida"
Moonglet Recipe: How to Make Moonglet Recipe | Homemade Moonglet Recipe - Times Food,North Indian,snacks,"['1 cup yellow moong dal', '1/2 capsicum (green pepper)', '2 tablespoon coriander leaves', '1/4 tablespoon dry mango powder', '2 tablespoon butter', '1/2 onion', '1/2 tomato', '1 piece green chilli', '2 Pinches asafoetida', 'salt as required']","Soak the moong dal for 4-5 hours and then drain the water and add to a blender. Blend to form a thick paste. Now water as per need and blend again. Add water in batches and in small quantities to prepare a batter of medium consistency.
Take out the mixture in a bowl. Add salt, asafoetida and dry mango powder. Now add finely chopped onion, tomato, capsicum, green chilli and coriander leaves. Mix well to prepare a batter. Keep whisking for a few minutes until the batter seems a bit frothy.
Heat 1 tbsp butter in a small pan. Pour half of the batter into the pan and let it cook for a few minutes. Make sure that the pan is small and the batter forms a thick layer. Flip it towards the other side and cook until crispy. Repeat this step to make one more moonglet.
Serve the moonglet hot with ketchup, imli chutney or mint chutney.",https://static.toiimg.com/thumb/84617377.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/moonglet/rs84617377.cms,,4416.0,"yellow moong dal, capsicum, coriander leaf, dry mango powder, butter, onion, tomato, green chilli, asafoetida"
Moonglet Recipe: How to Make Moonglet Recipe | Homemade Moonglet Recipe - Times Food,North Indian,dinner,"['1 cup yellow moong dal', '1/2 capsicum (green pepper)', '2 tablespoon coriander leaves', '1/4 tablespoon dry mango powder', '2 tablespoon butter', '1/2 onion', '1/2 tomato', '1 piece green chilli', '2 Pinches asafoetida', 'salt as required']","Soak the moong dal for 4-5 hours and then drain the water and add to a blender. Blend to form a thick paste. Now water as per need and blend again. Add water in batches and in small quantities to prepare a batter of medium consistency.
Take out the mixture in a bowl. Add salt, asafoetida and dry mango powder. Now add finely chopped onion, tomato, capsicum, green chilli and coriander leaves. Mix well to prepare a batter. Keep whisking for a few minutes until the batter seems a bit frothy.
Heat 1 tbsp butter in a small pan. Pour half of the batter into the pan and let it cook for a few minutes. Make sure that the pan is small and the batter forms a thick layer. Flip it towards the other side and cook until crispy. Repeat this step to make one more moonglet.
Serve the moonglet hot with ketchup, imli chutney or mint chutney.",https://static.toiimg.com/thumb/84617377.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/moonglet/rs84617377.cms,,7482.0,"yellow moong dal, capsicum, coriander leaf, dry mango powder, butter, onion, tomato, green chilli, asafoetida"
Merry Christmas Rice Recipe,American,lunch,"['1 cup rice', '2 pinches salt', '1 cup veg stock', '50 gm chopped yellow bell pepper', '2 teaspoon butter', '1 dash black pepper', '1 stalk chopped celery', '1/4 cup finely chopped onion', '1/4 cup chopped red peppers', '1/4 cup chopped capsicum ( green pepper)']","To prepare this easy recipe, heat butter in a non-stick pan over medium flame and let it melt. When butter melts, add the chopped onions, bell peppers and celery. Saute them for a minute.
In a separate pan, boil the vegetable stock.
Once done, add the rice, sauteed onions, salt and pepper powder as per your tatse to the vegetable stock.
Cover and simmer the rice and stock over low flame for about 8 to 10 minutes or until the rice is cooked.
Stir well and transfer to a serving bowl. Serve hot.",https://static.toiimg.com/thumb/56019817.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/merry-christmas-rice/rs56019817.cms,,4702.0,"rice, veg stock, yellow bell pepper, butter, black pepper, stalk celery, onion, red pepper, capsicum"
Merry Christmas Rice Recipe,American,dinner,"['1 cup rice', '2 pinches salt', '1 cup veg stock', '50 gm chopped yellow bell pepper', '2 teaspoon butter', '1 dash black pepper', '1 stalk chopped celery', '1/4 cup finely chopped onion', '1/4 cup chopped red peppers', '1/4 cup chopped capsicum ( green pepper)']","To prepare this easy recipe, heat butter in a non-stick pan over medium flame and let it melt. When butter melts, add the chopped onions, bell peppers and celery. Saute them for a minute.
In a separate pan, boil the vegetable stock.
Once done, add the rice, sauteed onions, salt and pepper powder as per your tatse to the vegetable stock.
Cover and simmer the rice and stock over low flame for about 8 to 10 minutes or until the rice is cooked.
Stir well and transfer to a serving bowl. Serve hot.",https://static.toiimg.com/thumb/56019817.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/merry-christmas-rice/rs56019817.cms,,9178.0,"rice, veg stock, yellow bell pepper, butter, black pepper, stalk celery, onion, red pepper, capsicum"
Melon Trifle Recipe,Continental,desserts,"['5 small muskmelon', '8 teaspoon sugar', '300 ml fresh cream', '4 tablespoon Yellow cornmeal', '1/2 teaspoon powdered cinnamon', '1 watermelon', '2 teaspoon lemon juice', '4 tablespoon chopped almonds', '4 tablespoon sugar', '6 tablespoon butter']","To make this tasty dessert recipe, chop the muskmelons and watermelons into small cubes and reserve the juice. Add 4 tsp of sugar and keep them in a bowl.
Blend the musk melon to a puree adding the reserved juice. Add 1 tsp lemon juice and 2 tsp sugar to the puree. Mix well.
Whisk the fresh cream well and add the pureed melon. Keep aside.
Blend the almonds, cornmeal, sugar, cinnamon and butter to a coarse mixture. Bake this mixture for a few minutes.
In a glass, add a layer of the cream mixture followed by a layer of the fruits. Keep the glasses in the fridge until set. Sprinkle some of the baked mixture on top and serve at once.",https://static.toiimg.com/thumb/54028010.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/melon-trifle/rs54028010.cms,,3193.0,"muskmelon, sugar, cream, yellow cornmeal, cinnamon powder, watermelon, lemon juice, almond, sugar, butter"
Masala Bread Recipe,North Indian,appetizers,"['4 slices bread slices', '2 tablespoon butter', '1/2 medium onion', '1/2 tomato', '1 tablespoon pav bhaji masala', '2 cloves garlic', '1/2 small carrot', '1/2 small capsicum (green pepper)', '2 tablespoon tomato ketchup', 'salt as required']","Cut the bread slices into small pieces and set them aside in a bowl.
Heat butter in a pan. Add chopped garlic and onion. Saute for two minutes. Now add chopped capsicum, tomato and carrot. Add salt and mix well. Let the veggies cook for 3-4 minutes. Now add pav bhaji masala, tomato sauce and cook for one more minute.
Lastly, add the chopped bread pieces and coat them well in the mixture. Cook for one last minutes and switch off the flame.
Serve the Masala Bread with a beverage of your choice.",https://static.toiimg.com/thumb/85551990.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/masala-bread/rs85551990.cms,5.0,5027.0,"bread, butter, onion, tomato, pav bhaji masala, clove garlic, carrot, capsicum, tomato ketchup"
Masala Bread Recipe,North Indian,snacks,"['4 slices bread slices', '2 tablespoon butter', '1/2 medium onion', '1/2 tomato', '1 tablespoon pav bhaji masala', '2 cloves garlic', '1/2 small carrot', '1/2 small capsicum (green pepper)', '2 tablespoon tomato ketchup', 'salt as required']","Cut the bread slices into small pieces and set them aside in a bowl.
Heat butter in a pan. Add chopped garlic and onion. Saute for two minutes. Now add chopped capsicum, tomato and carrot. Add salt and mix well. Let the veggies cook for 3-4 minutes. Now add pav bhaji masala, tomato sauce and cook for one more minute.
Lastly, add the chopped bread pieces and coat them well in the mixture. Cook for one last minutes and switch off the flame.
Serve the Masala Bread with a beverage of your choice.",https://static.toiimg.com/thumb/85551990.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/masala-bread/rs85551990.cms,5.0,5776.0,"bread, butter, onion, tomato, pav bhaji masala, clove garlic, carrot, capsicum, tomato ketchup"
Mango Cheesecake Recipe,Continental,desserts,"['2 cup mango pulp', '10 digestive biscuits', '1 cup skimmed milk', '1 teaspoon gelatine', '1 teaspoon mango essence', '2 cup crushed paneer', '2 tablespoon butter', '1/2 cup condensed milk', '1/2 cup hung curd', '1/2 cup powdered sugar', 'mango pulp as required']","Crush biscuits to a coarse powder into a bowl. Add butter in the bowl and mix well. Put this biscuit mixture at the base of a springform pan (loose bottom pan) lined with parchment paper.
Press the mixture lightly and place it in the refrigerator to set. Now, heat skimmed milk in a pan and add condensed milk in it too. Cook the milk while stirring continuously till you achieve the desired thickness. Set aside.
Mix gelatine in a little water and heat in the oven for one minute. Remove from the oven and set aside. Now, add hung curd and crumbled paneer in it. Whisk well to make a paste.
Then, add mango pulp in the curd mixture and whisk once again to prepare the batter. Finally, add mango essence in the batter along with milk mixture. Mix all the ingredients well. Now, add powdered sugar in the bowl and blend with a hand blender. Add the dissolved gelatine in the bowl and blend once again.
Pour this cake mix into the tin over the biscuit layer and refrigerate for 3 hours. Put a layer of mango pulp on the set cheesecake and chill until the cake is all set.
Once the cake is set, remove it from the pan and cut with a sharp knife dipped in hot water. Serve chilled.",https://static.toiimg.com/thumb/61476969.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mango-cheesecake/rs61476969.cms,,7105.0,"mango pulp, biscuit, milk, gelatine, mango essence, paneer, butter, milk, curd, sugar powder, mango pulp"
Lobster Roll Recipe,American,snacks,"['500 gm lobster', '1/2 cup mayonnaise', '2 teaspoon virgin olive oil', 'salt as required', '1/4 cup diced celery', '3 hot dog bread', '1 tablespoon lemon juice', '3 tablespoon unsalted butter', 'crushed black pepper as required', '3 pieces lettuce leaf']","To prepare this delicious snack, wash the lobsters with ice-cold water and dice them properly.
Take a bowl and combine together the mayonnaise, lemon juice, celery, olive oil. Add the chopped lobsters and add salt and black pepper as per your taste. Set aside for some time.
Meanwhile, take the hot dog buns and slice them a little from between. Do not separate them fully. Apply butter on both the sides and toast them a bit.
Now, spread the lettuce leaves on them. Then, take the lobster filling and stuff it in the buns. Serve.",https://static.toiimg.com/thumb/52567821.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lobster-roll/rs52567821.cms,,2040.0,"lobster, mayonnaise, olive oil, celery, hot dog bread, lemon juice, butter, black pepper, lettuce"
Lemon-Rosemary Butter Cookies Recipe,Continental,snacks,"['2 1/2 tablespoon rosemary', '1 1/2 teaspoon lime zest', '3 1/2 tablespoon butter', '5 tablespoon corn flour', '4 egg yolk', '3 1/2 teaspoon baking powder', '3/4 cup sugar', '3/4 cup icing sugar', '2 1/2 teaspoon vanilla extract', '2 1/2 cup flour']","To prepare this dessert recipe, on a chopping board, chop the rosemary finely and grate the lime zest in a bowl. Set these aside. Now, add butter, sugar, lemon zest and rosemary in a bowl and whisk it until it turns smooth. Add the egg yolk in it along with vanilla extract and whisk it well.
Now, in a large bowl, add flour, corn flour and salt and gently toss it. Next, add butter to this bowl and whisk it well until it combines well with the dry ingredients. Add the egg-rosemary mixture in this bowl and mix it well. Divide this in batter into 2 parts of 1-inch each and cover these using a cling film. Place it in the fridge for 3 hours. Meanwhile, preheat the oven to 185 degrees Celsius
Grease a baking tray with oil and take the batter out from the fridge. Using a knife, cut these into 1/4-inch thick rectangles. Now, dip each 1/4-inch rectangle in the icing sugar and place it on the baking sheet. Repeat this with the both the batter.
Place the baking tray in the preheated oven and bake the cookies for 10-12 minutes or until they are golden in color. Once done, take these out and let them cool. Once cool, you can store these in air-tight containers for later consumption or serve these immediately with a cup of tea or coffee!",https://static.toiimg.com/thumb/57990130.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lemon-rosemary-butter-cookies/rs57990130.cms,,9678.0,"rosemary, lime zest, butter, corn flour, egg yolk, baking powder, sugar, sugar, vanilla extract, flour"
Lemon Chicken Recipe: How to Make Lemon Chicken | Easy Lemon Chicken Recipe,Continental,lunch,"['4 chicken breasts', '4 tablespoon butter', '4 tablespoon lemon juice', 'salt as required', '2 1/2 teaspoon paprika powder', '1/2 cup chicken stock', '2 tablespoon vegetable oil', '4 medium sliced lemon wedges', 'black pepper as required', '1 handful chopped parsley', '2 lemon wedges']","To make this amazing Lemon Chicken recipe just follow some easy steps. Wash and clean the chicken pieces. Marinate the chicken breasts with some salt and pepper and wrap them in a foil or food-grade plastic sheet and flatten them using a rolling pin. Then take a bowl and mix flour and paprika, then coat the flattened chicken breasts.
In the meantime, heat a pan over medium flame and add 1/2 tbsp oil and 1/2 tbsp butter. Once the mixture turns hot, place the chicken breasts and cook for about 3 minutes per side or until cooked through. You can cover the lid as well. Once the chicken turns golden on both sides, turn off the flame and place the chicken on the serving dish.
For the sauce, take a shallow pan and add the remaining butter. Then add the chicken stock, lemon juice and lemon wedges. Cook the sauce till it thickens. season it with salt, pepper and paprika. Pour the sauce over chicken breasts and garnish with chopped parsley. Serve hot with lemon wedges on the side.",https://static.toiimg.com/thumb/53207804.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lemon-chicken/rs53207804.cms,3.8,10.0,"chicken breast, butter, lemon juice, paprika powder, chicken stock, vegetable oil, lemon wedge, black pepper, parsley, lemon wedge"
Lemon Chicken Recipe: How to Make Lemon Chicken | Easy Lemon Chicken Recipe,Continental,dinner,"['4 chicken breasts', '4 tablespoon butter', '4 tablespoon lemon juice', 'salt as required', '2 1/2 teaspoon paprika powder', '1/2 cup chicken stock', '2 tablespoon vegetable oil', '4 medium sliced lemon wedges', 'black pepper as required', '1 handful chopped parsley', '2 lemon wedges']","To make this amazing Lemon Chicken recipe just follow some easy steps. Wash and clean the chicken pieces. Marinate the chicken breasts with some salt and pepper and wrap them in a foil or food-grade plastic sheet and flatten them using a rolling pin. Then take a bowl and mix flour and paprika, then coat the flattened chicken breasts.
In the meantime, heat a pan over medium flame and add 1/2 tbsp oil and 1/2 tbsp butter. Once the mixture turns hot, place the chicken breasts and cook for about 3 minutes per side or until cooked through. You can cover the lid as well. Once the chicken turns golden on both sides, turn off the flame and place the chicken on the serving dish.
For the sauce, take a shallow pan and add the remaining butter. Then add the chicken stock, lemon juice and lemon wedges. Cook the sauce till it thickens. season it with salt, pepper and paprika. Pour the sauce over chicken breasts and garnish with chopped parsley. Serve hot with lemon wedges on the side.",https://static.toiimg.com/thumb/53207804.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lemon-chicken/rs53207804.cms,3.8,924.0,"chicken breast, butter, lemon juice, paprika powder, chicken stock, vegetable oil, lemon wedge, black pepper, parsley, lemon wedge"
Lasagna Flatbread Recipe: How to make Lasagna Flatbread Recipe for Christmas at Home | Homemade Lasagna Flatbread Recipe - Times Food,Continental,breakfast,"['250 gm chicken sausage', '1/2 cup ricotta cheese', '1/2 cup mozzarella', '3 teaspoon Italian seasoning', '2 tablespoon virgin olive oil', '3 pita bread', '1/2 cup parmesan cheese', '1 cup marinara sauce', '1/2 egg']","To prepare this cheesy bread, preheat the OTG at 190 degree Celsius before carrying on with the further preparation.
Meanwhile, till the OTG heats, take a large sized bowl. Then, add parmesan cheese, ricotta cheese in the bowl. Also, add most of the mozzarella cheese in it, keep aside a little for further use. Mix them altogether. Now, add egg along with seasoning in it. Stir well and keep aside for a while.
Next, take a medium-sized non-stick pan and place it on medium flame. Then, pour some oil in it and cook the sausages in it until they lose their pink colour. Then, add the marinara sauce in it and stir for a while. Once cooked, turn the flame off and keep aside.
Now, take a pita bread and spread the cheese mixture prepared over it evenly. Then, place the chicken sausage prepared neatly. After that, top with remaining mozzarella cheese. Similarly, do the same with rest of the flat breads.
Lastly, transfer all the flat breads on a baking tray. Then, place the baking tray in OTG and let the breads cook for next 12 minutes until the cheese completely melts. Your Lasagna Flatbread is ready, serve immediately.",https://static.toiimg.com/thumb/60716791.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lasagna-flatbread/rs60716791.cms,4.0,2062.0,"chicken sausage, ricotta cheese, mozzarella, italian seasoning, olive oil, pita bread, parmesan cheese, marinara sauce, egg"
Lasagna Flatbread Recipe: How to make Lasagna Flatbread Recipe for Christmas at Home | Homemade Lasagna Flatbread Recipe - Times Food,Continental,snacks,"['250 gm chicken sausage', '1/2 cup ricotta cheese', '1/2 cup mozzarella', '3 teaspoon Italian seasoning', '2 tablespoon virgin olive oil', '3 pita bread', '1/2 cup parmesan cheese', '1 cup marinara sauce', '1/2 egg']","To prepare this cheesy bread, preheat the OTG at 190 degree Celsius before carrying on with the further preparation.
Meanwhile, till the OTG heats, take a large sized bowl. Then, add parmesan cheese, ricotta cheese in the bowl. Also, add most of the mozzarella cheese in it, keep aside a little for further use. Mix them altogether. Now, add egg along with seasoning in it. Stir well and keep aside for a while.
Next, take a medium-sized non-stick pan and place it on medium flame. Then, pour some oil in it and cook the sausages in it until they lose their pink colour. Then, add the marinara sauce in it and stir for a while. Once cooked, turn the flame off and keep aside.
Now, take a pita bread and spread the cheese mixture prepared over it evenly. Then, place the chicken sausage prepared neatly. After that, top with remaining mozzarella cheese. Similarly, do the same with rest of the flat breads.
Lastly, transfer all the flat breads on a baking tray. Then, place the baking tray in OTG and let the breads cook for next 12 minutes until the cheese completely melts. Your Lasagna Flatbread is ready, serve immediately.",https://static.toiimg.com/thumb/60716791.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lasagna-flatbread/rs60716791.cms,4.0,7552.0,"chicken sausage, ricotta cheese, mozzarella, italian seasoning, olive oil, pita bread, parmesan cheese, marinara sauce, egg"
